term,subject,course_name,course_number,crn,section,frequency,time,days,location,date_range,schedule_type,instructor,instructional_method,units,additional_information
202501,THEA,Public Speaking,150,23079,THEA 150,Every Week,6:00 pm - 8:50 pm,T,David Strong Building C116,"Jan 06, 2025 - Apr 04, 2025",Lecture,Leslie Dell Alois  Bland (P),Face-to-face,1.500,
202501,THEA,Public Speaking,150,23080,THEA 150,Every Week,6:00 pm - 8:50 pm,W,David Strong Building C116,"Jan 06, 2025 - Apr 04, 2025",Lecture,Clayton Oscar  Jevne (P),Face-to-face,1.500,
202501,THEA,Public Speaking,150,23976,THEA 150,Every Week,6:00 pm - 8:50 pm,W,David Strong Building C122,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,
202501,THEA,Introduction to Production and Management Areas of the Theatre,205,23552,THEA 205,Every Week,2:00 pm - 3:20 pm,TW,Phoenix Theatre 102,"Jan 06, 2025 - Apr 04, 2025",Gradable Lab,TBA,Face-to-face,1.500,"This is the second half of a course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202501,THEA,Fundamentals of Play Analysis,206,23081,THEA 206,Every Week,2:30 pm - 3:50 pm,MR,Phoenix Theatre 102,"Jan 06, 2025 - Apr 04, 2025",Lecture,Peter Joseph  McGuire (P),Face-to-face,1.500,"Highly recommended to register in THEA 206 and 234 in the same term. Reserved for Theatre Majors. Non-Theatre majors contact theatre@uvic.ca for permission on, or after, July 5."
202409,SLST,Beginning Russian I,101,13041,SLST 101,Every Week,10:30 am - 11:20 am,TWF,MacLaurin Building D010,"Sep 04, 2024 - Dec 04, 2024",Lecture,Ioulia   Rochtchina (P),Face-to-face,1.500,
202409,ER,Field Study in Ecological Restoration II,312B,13817,ER 312B,Every Week,8:30 am - 4:20 pm,MRFSU,TBA,"Sep 19, 2024 - Sep 23, 2024",Lecture,Richard J  Hebda (P),Face-to-face,1.500,"Permission of the department is required for registration in this section. Contact ecorestoration@uvic.ca.  Course includes project work after in-class dates. Important: Non-standard dates apply to this section. Refer to 'Non-standard course dates' on the Course add and drop dates page, to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202409,ER,Biodiversity and Conservation Biology,313,11547,ER 313,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,TBA,Fully Online,1.500,Permission of the department is required for registration in this section. Contact ecorestoration@uvic.ca.
202409,SLST,Beginning Ukrainian I,111,13042,SLST 111,Every Week,10:00 am - 11:20 am,MR,MacLaurin Building D103,"Sep 04, 2024 - Dec 04, 2024",Lecture,Olga   Pressitch (P),Face-to-face,1.500,
202501,GNDR,The Medicalization of Sex,321,21661,GNDR 321,Every Week,12:30 pm - 1:20 pm,TWF,MacLaurin Building D115,"Jan 06, 2025 - Apr 04, 2025",Lecture,Thea Dianne  Cacchioni (P),Face-to-face,1.500,
202501,THEA,Acting II,222,23082,THEA 222,Every Week,11:00 am - 12:20 pm,TWF,Phoenix Theatre 138,"Jan 06, 2025 - Apr 04, 2025",Gradable Lab,Clayton Oscar  Jevne (P),Face-to-face,1.500,Permission of the department is required for registration in this section.
202501,THEA,Introduction to Voice,223,23083,THEA 223,Every Week,3:30 pm - 4:50 pm,TWF,Phoenix Theatre 105,"Jan 06, 2025 - Apr 04, 2025",Gradable Lab,TBA,Face-to-face,1.500,Permission of the department is required for registration in this section.
202409,SLST,The Culture of the Russian Revolution,160,13043,SLST 160,Every Week,11:30 am - 12:20 pm,TWF,Hickman Building 110,"Sep 04, 2024 - Dec 04, 2024",Lecture,Megan A  Swift (P),Face-to-face,1.500,
202409,SLST,Magic and the Fairy Tale World,180,13044,SLST 180,Every Week,9:30 am - 10:20 am,TWF,Cornett Building A221,"Sep 04, 2024 - Dec 04, 2024",Lecture,Megan A  Swift (P),Face-to-face,1.500,
202501,THEA,The Director and Designer Relationship,234,23084,THEA 234,Every Week,11:30 am - 12:50 pm,MR,Phoenix Theatre 105,"Jan 06, 2025 - Apr 04, 2025",Gradable Lab,TBA,Face-to-face,1.500,
202409,SLST,Intermediate Russian I,201,13045,SLST 201,Every Week,12:30 pm - 1:20 pm,TWF,MacLaurin Building D114,"Sep 04, 2024 - Dec 04, 2024",Lecture,Ioulia   Rochtchina (P),Face-to-face,1.500,
202501,THEA,Drama in Education,235B,23085,THEA 235B,Every Week,10:00 am - 11:20 am,MR,Phoenix Theatre 105,"Jan 06, 2025 - Apr 04, 2025",Gradable Lab,Yassmin Ismail  Kandil (P),Face-to-face,1.500,
202409,ER,Selection and Propagation of Native Plants for Ecological Restoration,332,11548,ER 332,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,TBA,Fully Online,1.500,Permission of the department is required for registration in this section Contact ecorestoration@uvic.ca.
202501,GNDR,"Race, Gender and Power",332,21663,GNDR 332,Every Week,9:30 am - 10:20 am,TWF,Clearihue Building A207,"Jan 06, 2025 - Apr 04, 2025",Lecture,Georgia   Sitara (P),Face-to-face,1.500,
202409,SLST,Russian Popular Culture (in Russian),303,13046,SLST 303,Every Week,9:30 am - 10:20 am,TWF,Cornett Building B143,"Sep 04, 2024 - Dec 04, 2024",Lecture,Ioulia   Rochtchina (P),Face-to-face,1.500,
202501,THEA,Introduction to Design II,252,23086,THEA 252,Every Week,11:00 am - 12:20 pm,TW,Phoenix Theatre 112,"Jan 06, 2025 - Apr 04, 2025",Lecture,Patrick Anthony  Du Wors (P),Face-to-face,1.500,Permission of the department is required for registration in this section.
202409,ER,Science Communication for Ecological Restoration,336,11549,ER 336,Every Week,2:00 pm - 4:50 pm,R,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Alina Cristina  Fisher (P),Online with some face-to-face,1.500,Permission of the department is required for registration in this section. Contact ecorestoration@uvic.ca.
202409,ER,Environmental Restoration Project,390,11550,ER 390,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Nancy Ann  Shackelford (P),Fully Online,1.500,Permission of the department required for registration in this section. Course only available to RNS program students.
202409,ER,Environmental Restoration Project,390,11551,ER 390,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Nancy Ann  Shackelford (P),Fully Online,3.000,Permission of the department required for registration in this section. Course only available to RNS program students.
202409,SLST,Eastern Europe Through Western Eyes,364,13047,SLST 364,Every Week,4:30 pm - 7:20 pm,R,Engineering Comp Science Bldg 124,"Sep 04, 2024 - Dec 04, 2024",Lecture,Olga   Pressitch (P),Face-to-face,1.500,
202501,THEA,Advanced Production and Management,305,23087,THEA 305,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,TBA,Face-to-face,1.500,Permission of the department is required for registration in this section.
202501,THEA,Advanced Production and Management,305,23088,THEA 305,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,TBA,Face-to-face,3.000,Permission of the department is required for registration in this section.
202501,THEA,Advanced Production and Management,305,23553,THEA 305,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,TBA,Face-to-face,1.500,"Permission of the department is required for registration in this section.This is the second half of a course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202501,THEA,Advanced Production and Management,305,23554,THEA 305,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,TBA,Face-to-face,0.750,"Permission of the department is required for registration in this section. This is the second half of a course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202409,ER,Seminar in Environmental Restoration,400,11552,ER 400,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Nancy Ann  Shackelford (P),Fully Online,0.000,Permission of the department required for registration in this section. Course only available to RNS program students.
202409,SLST,Stalinism,365,13048,SLST 365,Every Week,11:30 am - 12:50 pm,MR,Fine Arts Building 103,"Sep 04, 2024 - Dec 04, 2024",Lecture,Serguei   Ekeltchik (P),Face-to-face,1.500,
202501,GNDR,Indigenous Womxn's Autobiographies,341,21664,GNDR 341,Every Week,11:30 am - 12:50 pm,MR,Engineering Comp Science Bldg 104,"Jan 06, 2025 - Apr 04, 2025",Lecture,Christine   Sy (P),Face-to-face,1.500,
202501,GNDR,"FILM, LIT & CULTURL PRODUCTION: Representation of Genders in Middle Eastern Cinema",349,21665,GNDR 349,Every Week,1:00 pm - 2:20 pm,MR,Cornett Building A121,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Sara   Naderinajafabadi (P),Face-to-face,1.500,
202409,ES,Ecological Processes,240,11566,ES 240,Every Week,10:00 am - 11:20 am,MR,Human & Social Development A240,"Sep 04, 2024 - Dec 04, 2024",Lecture,Gerald   Singh (P),Face-to-face,1.500,
202409,ES,Introduction to Environmental Studies,200,11553,ES 200,Every Week,1:00 pm - 2:20 pm,MR,David Turpin Building A120,"Sep 04, 2024 - Dec 04, 2024",Lecture,James K  Rowe (P),Face-to-face,1.500,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11554,ES 200,Every Week,8:30 am - 9:20 am,T,Clearihue Building A118,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11555,ES 200,Every Week,8:30 am - 9:20 am,W,Clearihue Building A118,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11556,ES 200,Every Week,8:30 am - 9:20 am,F,Clearihue Building A118,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11557,ES 200,Every Week,9:30 am - 10:20 am,T,Clearihue Building A118,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11558,ES 200,Every Week,9:30 am - 10:20 am,W,Clearihue Building A118,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11559,ES 200,Every Week,9:30 am - 10:20 am,F,Clearihue Building A118,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11560,ES 200,Every Week,10:30 am - 11:20 am,T,Clearihue Building A118,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11561,ES 200,Every Week,10:30 am - 11:20 am,W,Clearihue Building A118,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11562,ES 200,Every Week,10:30 am - 11:20 am,F,Clearihue Building A118,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11563,ES 200,Every Week,11:30 am - 12:20 pm,T,Clearihue Building A118,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11564,ES 200,Every Week,12:30 pm - 1:20 pm,T,Clearihue Building A118,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202409,ES,Introduction to Environmental Studies,200,11565,ES 200,Every Week,11:30 am - 12:20 pm,F,Clearihue Building C111,"Sep 04, 2024 - Dec 04, 2024",Tutorial,James K  Rowe (P),Face-to-face,0.000,Must be registered in ES 200 BEFORE registering in one of the tutorials. ES 200 tutorials start the third week of classes.
202501,THEA,Acting IV,322,23089,THEA 322,Every Week,2:00 pm - 3:20 pm,TWF,Phoenix Theatre 138,"Jan 06, 2025 - Apr 04, 2025",Gradable Lab,TBA,Face-to-face,1.500,Permission of the department is required for registration in this section.
202409,ES,Political Ecology,301,11567,ES 301,Every Week,10:00 am - 11:20 am,MR,Clearihue Building C112,"Sep 04, 2024 - Dec 04, 2024",Lecture,Caolan   Barr (P),Face-to-face,1.500,NOTE: Students registered in ES 301 A01 must also register in one of the tutorial sections T01-T03.
202409,ES,Political Ecology,301,11568,ES 301,Every Week,11:30 am - 12:50 pm,MR,Cornett Building A125,"Sep 04, 2024 - Dec 04, 2024",Lecture,Julian   Evans (P),Face-to-face,1.500,NOTE: Students registered in ES 301 A02 must also register in one of the tutorial sections T04-T06.
202409,ES,Political Ecology,301,11569,ES 301,Every Week,9:30 am - 10:20 am,T,Clearihue Building A221,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Caolan   Barr (P),Face-to-face,0.000,NOTE: Students registered in this tutorial must also be registered in Section A01 of ES 301.
202409,ES,Political Ecology,301,11570,ES 301,Every Week,9:30 am - 10:20 am,W,Clearihue Building A221,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Caolan   Barr (P),Face-to-face,0.000,NOTE: Students registered in this tutorial must also be registered in Section A01 of ES 301.
202409,ES,Political Ecology,301,11571,ES 301,Every Week,10:30 am - 11:20 am,W,Clearihue Building A221,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Caolan   Barr (P),Face-to-face,0.000,NOTE: Students registered in this tutorial must also be registered in Section A01 of ES 301.
202409,ES,Political Ecology,301,11572,ES 301,Every Week,9:30 am - 10:20 am,T,Clearihue Building D134,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Julian   Evans (P),Face-to-face,0.000,NOTE: Students registered in this tutorial must also be registered in Section A02 of ES 301.
202409,ES,Political Ecology,301,11573,ES 301,Every Week,9:30 am - 10:20 am,W,Clearihue Building D134,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Julian   Evans (P),Face-to-face,0.000,NOTE: Students registered in this tutorial must also be registered in Section A02 of ES 301.
202409,ES,Political Ecology,301,11574,ES 301,Every Week,10:30 am - 11:20 am,W,Clearihue Building D134,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Julian   Evans (P),Face-to-face,0.000,NOTE: Students registered in this tutorial must also be registered in Section A02 of ES 301.
202409,ES,Environmental Economics,312,11575,ES 312,Every Week,10:00 am - 11:20 am,MR,David Turpin Building A104,"Sep 04, 2024 - Dec 04, 2024",Lecture,Colette   Salemi (P),Face-to-face,1.500,
202501,GNDR,Research Seminar for Independent Project,400B,21666,GNDR 400B,Every Week,10:30 am - 11:20 am,TWF,MacLaurin Building D111,"Jan 06, 2025 - Apr 04, 2025",Lecture,Thea Dianne  Cacchioni (P),Face-to-face,1.500,
202409,ES,Philosophy and the Environment,314,11576,ES 314,Every Week,11:30 am - 12:20 pm,TWF,Cornett Building B107,"Sep 04, 2024 - Dec 04, 2024",Lecture,Christopher Stephen  Goto-Jones (P),Face-to-face,1.500,
202501,THEA,Voice and Speech in the Theatre II,324,23090,THEA 324,Every Week,9:30 am - 10:50 am,TWF,Phoenix Theatre 105,"Jan 06, 2025 - Apr 04, 2025",Gradable Lab,TBA,Face-to-face,1.500,Permission of the department is required for registration in this section.
202409,ES,Ethnoecology,321,11577,ES 321,Every Week,11:30 am - 12:50 pm,MR,Cornett Building A225,"Sep 04, 2024 - Dec 04, 2024",Lecture,Darcy Lane  Mathews (P),Face-to-face,1.500,
202409,ES,Ethnoecology,321,11578,ES 321,Every Week,8:30 am - 9:50 am,MR,Cunningham Building 146,"Sep 04, 2024 - Dec 04, 2024",Lecture,Natalie Corinna  Ban (P),Face-to-face,1.500,
202501,GNDR,ADV SEMINAR IN GENDER STUDIES: Abolition Is A Feminist Issue,480,21667,GNDR 480,Every Week,2:30 pm - 3:50 pm,MR,MacLaurin Building D114,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Davina Kiran  Bhandar (P),Face-to-face,1.500,
202501,THEA,Stage Movement II,326,23091,THEA 326,Every Week,11:00 am - 12:20 pm,TWF,Phoenix Theatre 136,"Jan 06, 2025 - Apr 04, 2025",Gradable Lab,Conrad   Alexandrowicz (P),Face-to-face,1.500,Permission of the department is required for registration in this section.
202409,ES,"Past, Present, and Future Ecologies",341,11579,ES 341,Every Week,10:00 am - 11:20 am,MR,Cornett Building A229,"Sep 04, 2024 - Dec 04, 2024",Lecture,Andrew Mark  Elves (P),Face-to-face,1.500,
202409,SLST,Twentieth-Century Genocides in Eastern Europe,482,13049,SLST 482,Every Week,4:30 pm - 7:20 pm,M,Clearihue Building A208,"Sep 04, 2024 - Dec 04, 2024",Lecture,Serguei   Ekeltchik (P),Face-to-face,1.500,This course is cross-listed with HSTR 451A/519.
202501,GNDR,Honours Graduating Essay,499,23486,GNDR 499,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,"Permission of the department is required for registration in this section. This is the second half of a course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202501,THEA,Theatre Performance,329,23092,THEA 329,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Fran   Gebhard (P),Face-to-face,1.500,Permission of the department is required for registration in this section.
202409,ES,Ocean History and Changing Human Relationships with the Sea,345,11581,ES 345,Every Week,11:30 am - 12:50 pm,MR,David Strong Building C108,"Sep 04, 2024 - Dec 04, 2024",Lecture,Loren Elizabeth   McClenachan (P),Face-to-face,1.500,
202409,ES,Ecogastronomy,347,11582,ES 347,Every Week,4:30 pm - 5:50 pm,TR,Cornett Building B143,"Sep 04, 2024 - Dec 04, 2024",Lecture,John Paul  Volpe (P),Face-to-face,1.500,
202409,SLST,Honours Thesis,499,13050,SLST 499,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,TBA,Face-to-face,1.500,
202501,THEA,Directing II,332,23093,THEA 332,Every Week,11:30 am - 12:50 pm,MR,Phoenix Theatre 140,"Jan 06, 2025 - Apr 04, 2025",Lecture,Peter Joseph  McGuire (P),Face-to-face,1.500,Permission of the department is required for registration in this section.
202501,THEA,Directing II,332,23094,THEA 332,Every Week,11:00 am - 12:20 pm,TW,Phoenix Theatre 140,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,Permission of the department is required for registration in this section.
202501,GEOG,"Environment, Society and Sustainability",101A,21535,GEOG 101A,Every Week,11:30 am - 12:50 pm,MR,Clearihue Building A224,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,GEOG101A and 101B can be taken in any order. Your registration in this course is not complete if you are not registered for both the Lecture (A01) and one of the Labs (B01 to B04).
202501,GEOG,"Environment, Society and Sustainability",101A,21536,GEOG 101A,Every Week,2:30 pm - 4:20 pm,M,David Turpin Building B307,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 101A A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,"Environment, Society and Sustainability",101A,21537,GEOG 101A,Every Week,10:30 am - 12:20 pm,T,David Turpin Building B307,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 101A A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,"Environment, Society and Sustainability",101A,21538,GEOG 101A,Every Week,12:30 pm - 2:20 pm,W,David Turpin Building B307,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 101A A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,"Environment, Society and Sustainability",101A,21539,GEOG 101A,Every Week,2:30 pm - 4:20 pm,R,David Turpin Building B307,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 101A A01.  Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202409,ES,Biodiversity and Conservation Biology,348,14035,ES 348,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Emily Kristianne  Gonzales (P),Fully Online,1.500,Permission of the department is required for registration.
202409,SJS,Introduction to Theories of Social Justice,100,13040,SJS 100,Every Week,5:00 pm - 7:50 pm,T,David Strong Building C103,"Sep 04, 2024 - Dec 04, 2024",Lecture,Simon   Carroll (P),Face-to-face,1.500,
202409,ES,Climate and Society,365,11583,ES 365,Every Week,1:30 pm - 2:20 pm,TWF,Sŋéqə ʔéʔləŋ | Sngequ House 133,"Sep 04, 2024 - Dec 04, 2024",Lecture,Michael   Eby (P),Face-to-face,1.500,
202501,GEOG,"Space, Place and Society",101B,21540,GEOG 101B,Every Week,1:00 pm - 2:20 pm,MR,David Turpin Building A102,"Jan 06, 2025 - Apr 04, 2025",Lecture,Jennifer Charlotte Dorothea  Mateer (P),Face-to-face,1.500,GEOG101A and 101B can be taken in any order.  Your registration in this course is not complete if you are not registered for both the Lecture (A01) and one of the Labs (B01 to B05).
202501,GEOG,"Space, Place and Society",101B,21541,GEOG 101B,Every Week,10:00 am - 11:50 am,M,David Turpin Building B311,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 101B A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,"Space, Place and Society",101B,21542,GEOG 101B,Every Week,12:30 pm - 2:20 pm,T,David Turpin Building B311,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 101B A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,"Space, Place and Society",101B,21543,GEOG 101B,Every Week,2:30 pm - 4:20 pm,T,David Turpin Building B311,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 101B A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,"Space, Place and Society",101B,21544,GEOG 101B,Every Week,10:30 am - 12:20 pm,W,David Turpin Building B311,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 101B A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,"Space, Place and Society",101B,21545,GEOG 101B,Every Week,2:30 pm - 4:20 pm,W,David Turpin Building B311,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 101B A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,Our Digital Earth,104,21552,GEOG 104,Every Week,10:00 am - 11:20 am,MR,Clearihue Building A207,"Jan 06, 2025 - Apr 04, 2025",Lecture,Noemie   Boulanger-Lapointe (P),Face-to-face,1.500,
202501,GEOG,Our Natural Earth,103,21546,GEOG 103,Every Week,8:30 am - 9:50 am,MR,David Turpin Building A102,"Jan 06, 2025 - Apr 04, 2025",Lecture,Eva Katrin  Kwoll (P),Face-to-face,1.500,Your registration in this course is not complete if you are not registered for both the Lecture (A01) and one of the Labs (B01 to B05).
202501,GEOG,Our Natural Earth,103,21547,GEOG 103,Every Week,2:30 pm - 4:20 pm,M,David Turpin Building B303,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 103 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,Our Natural Earth,103,21548,GEOG 103,Every Week,8:30 am - 10:20 am,T,David Turpin Building B303,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 103 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,Our Natural Earth,103,21549,GEOG 103,Every Week,12:30 pm - 2:20 pm,T,David Turpin Building B303,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 103 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,Our Natural Earth,103,21550,GEOG 103,Every Week,10:00 am - 11:50 am,R,David Turpin Building B303,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 103 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,Our Natural Earth,103,21551,GEOG 103,Every Week,12:30 pm - 2:20 pm,F,David Turpin Building B303,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 103 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,THEA,Socially Engaged Theatre,335B,23095,THEA 335B,Every Week,2:30 pm - 3:50 pm,MR,Phoenix Theatre 105,"Jan 06, 2025 - Apr 04, 2025",Gradable Lab,Yassmin Ismail  Kandil (P),Face-to-face,1.500,
202409,ES,TPCS: POLITICAL ECOLOGY: Environmental Journalism,380,11584,ES 380,Every Week,9:30 am - 12:20 pm,T,Fine Arts Building 104,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Sean Michael  Holman (P),Face-to-face,1.500,
202501,GEOG,Political and Economic Geography,211,21553,GEOG 211,Every Week,1:00 pm - 2:20 pm,MR,Clearihue Building A224,"Jan 06, 2025 - Apr 04, 2025",Lecture,Deondre Aaron  Smiles (P),Face-to-face,1.500,Your registration in this course is not complete if you are not registered for both the Lecture (A01) and one of the Labs (B01 to B04).
202501,GEOG,Political and Economic Geography,211,21554,GEOG 211,Every Week,2:30 pm - 4:20 pm,T,David Turpin Building B307,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 211 A01. Do not register in a Lab if you are waitlistedfor the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,Political and Economic Geography,211,21555,GEOG 211,Every Week,10:30 am - 12:20 pm,W,David Turpin Building B307,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 211 A01. Do not register in a Lab if you are waitlisted for the Lecture. Lab registration is restricted to those students with a seat in the Lecture.
